,health_region,latitude,longitude,date_reported,count
9800,Southwestern Public Health,42.9893301339841,-80.78600767813751,2020/08/24 ,254
6473,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/08/24 ,934
8170,Prairie Mountain,50.839576188907394,-100.353320102507,2020/08/24 ,346
5513,Mauricie,47.50931561703021,-73.5153947499276,2020/08/24 ,2127
10475,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/08/24 ,1693
4222,Interlake-Eastern,50.9898543503992,-97.4319735979513,2020/08/24 ,69
5335,"Leeds, Grenville and Lanark District Health Unit",44.86378243852969,-76.11805843581192,2020/08/24 ,363
7396,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/08/24 ,2919
1954,Eastern Ontario Health Unit,45.2730604989199,-74.9525787332565,2020/08/24 ,197
2393,Estrie,45.427844381434,-71.8210439386672,2020/08/24 ,1167
8566,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/08/24 ,1451
5983,Montréal,45.5420718322781,-73.6056683339095,2020/08/24 ,29622
6640,North,53.3299842627168,-107.914440412446,2020/08/24 ,237
331,Brant County Health Unit,43.120346292365504,-80.2953888130644,2020/08/24 ,176
1733,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/08/24 ,1893
6869,North Zone,56.806199045895994,-115.19080204304899,2020/08/24 ,820
3521,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/08/24 ,889
7880,Peel Public Health,43.761613367985795,-79.8135709174832,2020/08/24 ,7096
9630,Southern Health,49.3727965122077,-97.1378524148177,2020/08/24 ,219
11077,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/08/24 ,2494
564,Calgary Zone,50.9884145086295,-114.283168450939,2020/08/24 ,7121
10233,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/08/24 ,14832
7615,Outaouais,46.52414991912029,-76.4334881951376,2020/08/24 ,769
2760,Fraser,49.50523412520022,-122.004814371323,2020/08/24 ,2763
11499,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/08/24 ,3424
5174,Laval,45.6055642338925,-73.72452715273151,2020/08/24 ,6238
9505,South Zone,50.37274620695271,-111.19035661792299,2020/08/24 ,1723
8567,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/08/25 ,1455
7616,Outaouais,46.52414991912029,-76.4334881951376,2020/08/25 ,780
9180,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/08/25 ,715
8171,Prairie Mountain,50.839576188907394,-100.353320102507,2020/08/25 ,356
11500,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/08/25 ,3435
8798,Saguenay,49.8228588868887,-71.7419678071991,2020/08/25 ,376
10476,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/08/25 ,1711
11619,Zone 1 (Moncton area),46.184103044737796,-64.8672842784594,2020/08/25 ,42
11238,Winnipeg,49.8947996853331,-97.1409755212858,2020/08/25 ,360
10627,Vancouver Island,49.6514791757386,-125.735773786798,2020/08/25 ,170
11078,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/08/25 ,2505
9631,Southern Health,49.3727965122077,-97.1378524148177,2020/08/25 ,228
10234,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/08/25 ,14876
9506,South Zone,50.37274620695271,-111.19035661792299,2020/08/25 ,1725
7881,Peel Public Health,43.761613367985795,-79.8135709174832,2020/08/25 ,7129
5984,Montréal,45.5420718322781,-73.6056683339095,2020/08/25 ,29638
2761,Fraser,49.50523412520022,-122.004814371323,2020/08/25 ,2796
5336,"Leeds, Grenville and Lanark District Health Unit",44.86378243852969,-76.11805843581192,2020/08/25 ,364
795,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/08/25 ,2026
565,Calgary Zone,50.9884145086295,-114.283168450939,2020/08/25 ,7167
4702,Lanaudière,46.6393956254668,-73.9187307043287,2020/08/25 ,4790
3971,Huron Perth District Health Unit,43.6005140652761,-81.2814845283638,2020/08/25 ,119
5748,Middlesex-London Health Unit,42.9957155911644,-81.4569831975843,2020/08/25 ,731
4118,Interior,50.9405253201888,-119.73621864343201,2020/08/25 ,432
2188,Edmonton Zone,53.5729702998736,-113.539688518144,2020/08/25 ,2837
1420,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/08/25 ,595
6474,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/08/25 ,936
1264,Chatham-Kent Health Unit,42.4192532527263,-82.12808769432559,2020/08/25 ,363
3522,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/08/25 ,890
7061,Northern,56.9556933873242,-126.206054779952,2020/08/25 ,618
3325,"Haliburton, Kawartha, Pine Ridge District Health Unit",44.671237943179996,-78.8972219188295,2020/08/25 ,225
1955,Eastern Ontario Health Unit,45.2730604989199,-74.9525787332565,2020/08/25 ,198
5175,Laval,45.6055642338925,-73.72452715273151,2020/08/25 ,6242
1734,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/08/25 ,1897
6226,Montérégie,45.4401754931661,-73.3255910933247,2020/08/25 ,9234
4941,Laurentides,46.6452702894389,-74.9739693177174,2020/08/25 ,4162
3766,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/08/25 ,969
6870,North Zone,56.806199045895994,-115.19080204304899,2020/08/25 ,832
2394,Estrie,45.427844381434,-71.8210439386672,2020/08/25 ,1177
1082,Central Zone,52.61788723717071,-111.77504425497,2020/08/25 ,573
7397,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/08/25 ,2936
6227,Montérégie,45.4401754931661,-73.3255910933247,2020/08/26 ,9250
11501,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/08/26 ,3444
1735,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/08/26 ,1903
6475,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/08/26 ,937
7882,Peel Public Health,43.761613367985795,-79.8135709174832,2020/08/26 ,7164
8172,Prairie Mountain,50.839576188907394,-100.353320102507,2020/08/26 ,364
8568,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/08/26 ,1462
10477,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/08/26 ,1746
3523,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/08/26 ,894
3767,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/08/26 ,972
7062,Northern,56.9556933873242,-126.206054779952,2020/08/26 ,625
2762,Fraser,49.50523412520022,-122.004814371323,2020/08/26 ,2817
7617,Outaouais,46.52414991912029,-76.4334881951376,2020/08/26 ,790
4223,Interlake-Eastern,50.9898543503992,-97.4319735979513,2020/08/26 ,70
10235,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/08/26 ,14917
9181,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/08/26 ,718
1956,Eastern Ontario Health Unit,45.2730604989199,-74.9525787332565,2020/08/26 ,200
10628,Vancouver Island,49.6514791757386,-125.735773786798,2020/08/26 ,173
10824,Wellington-Dufferin-Guelph Public Health,43.853641543071014,-80.3720849799467,2020/08/26 ,567
3186,Haldimand-Norfolk Health Unit,42.8544467138721,-80.178035377337,2020/08/26 ,468
9632,Southern Health,49.3727965122077,-97.1378524148177,2020/08/26 ,235
11239,Winnipeg,49.8947996853331,-97.1409755212858,2020/08/26 ,369
1421,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/08/26 ,597
2395,Estrie,45.427844381434,-71.8210439386672,2020/08/26 ,1184
5749,Middlesex-London Health Unit,42.9957155911644,-81.4569831975843,2020/08/26 ,732
11079,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/08/26 ,2513
4703,Lanaudière,46.6393956254668,-73.9187307043287,2020/08/26 ,4796
5985,Montréal,45.5420718322781,-73.6056683339095,2020/08/26 ,29715
8954,Saskatoon,52.0415603863704,-105.573529856825,2020/08/26 ,294
5514,Mauricie,47.50931561703021,-73.5153947499276,2020/08/26 ,2130
566,Calgary Zone,50.9884145086295,-114.283168450939,2020/08/26 ,7204
8021,Peterborough Public Health,44.5366772660357,-78.2123316102003,2020/08/26 ,105
11722,Zone 2 - Northern,45.486078068804396,-63.4793249819307,2020/08/26 ,65
796,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/08/26 ,2027
7398,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/08/26 ,2952
3972,Huron Perth District Health Unit,43.6005140652761,-81.2814845283638,2020/08/26 ,123
6871,North Zone,56.806199045895994,-115.19080204304899,2020/08/26 ,851
4942,Laurentides,46.6452702894389,-74.9739693177174,2020/08/26 ,4170
1083,Central Zone,52.61788723717071,-111.77504425497,2020/08/26 ,575
2189,Edmonton Zone,53.5729702998736,-113.539688518144,2020/08/26 ,2886
5176,Laval,45.6055642338925,-73.72452715273151,2020/08/26 ,6254
4704,Lanaudière,46.6393956254668,-73.9187307043287,2020/08/27 ,4810
6228,Montérégie,45.4401754931661,-73.3255910933247,2020/08/27 ,9255
5986,Montréal,45.5420718322781,-73.6056683339095,2020/08/27 ,29745
3038,Grey Bruce Health Unit,44.408278964943,-81.00861060701341,2020/08/27 ,120
10236,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/08/27 ,14951
9182,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/08/27 ,719
11502,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/08/27 ,3452
10478,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/08/27 ,1804
7063,Northern,56.9556933873242,-126.206054779952,2020/08/27 ,626
1422,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/08/27 ,599
567,Calgary Zone,50.9884145086295,-114.283168450939,2020/08/27 ,7300
8569,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/08/27 ,1464
6476,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/08/27 ,939
2763,Fraser,49.50523412520022,-122.004814371323,2020/08/27 ,2877
2396,Estrie,45.427844381434,-71.8210439386672,2020/08/27 ,1199
7399,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/08/27 ,2966
9507,South Zone,50.37274620695271,-111.19035661792299,2020/08/27 ,1728
4943,Laurentides,46.6452702894389,-74.9739693177174,2020/08/27 ,4192
4224,Interlake-Eastern,50.9898543503992,-97.4319735979513,2020/08/27 ,73
5177,Laval,45.6055642338925,-73.72452715273151,2020/08/27 ,6264
8173,Prairie Mountain,50.839576188907394,-100.353320102507,2020/08/27 ,373
9633,Southern Health,49.3727965122077,-97.1378524148177,2020/08/27 ,241
3768,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/08/27 ,973
6872,North Zone,56.806199045895994,-115.19080204304899,2020/08/27 ,871
104,Algoma Public Health Unit,47.5967892953798,-84.4124686269621,2020/08/27 ,28
1084,Central Zone,52.61788723717071,-111.77504425497,2020/08/27 ,576
2190,Edmonton Zone,53.5729702998736,-113.539688518144,2020/08/27 ,2922
5515,Mauricie,47.50931561703021,-73.5153947499276,2020/08/27 ,2134
797,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/08/27 ,2029
11080,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/08/27 ,2519
8955,Saskatoon,52.0415603863704,-105.573529856825,2020/08/27 ,296
4119,Interior,50.9405253201888,-119.73621864343201,2020/08/27 ,438
11240,Winnipeg,49.8947996853331,-97.1409755212858,2020/08/27 ,373
6641,North,53.3299842627168,-107.914440412446,2020/08/27 ,240
1736,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/08/27 ,1905
7883,Peel Public Health,43.761613367985795,-79.8135709174832,2020/08/27 ,7191
3524,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/08/27 ,896
5750,Middlesex-London Health Unit,42.9957155911644,-81.4569831975843,2020/08/27 ,735
7618,Outaouais,46.52414991912029,-76.4334881951376,2020/08/27 ,797
1957,Eastern Ontario Health Unit,45.2730604989199,-74.9525787332565,2020/08/27 ,201
3326,"Haliburton, Kawartha, Pine Ridge District Health Unit",44.671237943179996,-78.8972219188295,2020/08/27 ,227
8174,Prairie Mountain,50.839576188907394,-100.353320102507,2020/08/28 ,390
10479,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/08/28 ,1843
568,Calgary Zone,50.9884145086295,-114.283168450939,2020/08/28 ,7382
10237,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/08/28 ,14986
7619,Outaouais,46.52414991912029,-76.4334881951376,2020/08/28 ,805
5516,Mauricie,47.50931561703021,-73.5153947499276,2020/08/28 ,2138
4705,Lanaudière,46.6393956254668,-73.9187307043287,2020/08/28 ,4817
10629,Vancouver Island,49.6514791757386,-125.735773786798,2020/08/28 ,174
6229,Montérégie,45.4401754931661,-73.3255910933247,2020/08/28 ,9271
2547,Far North,57.203311469274595,-105.958652968581,2020/08/28 ,349
2191,Edmonton Zone,53.5729702998736,-113.539688518144,2020/08/28 ,2968
332,Brant County Health Unit,43.120346292365504,-80.2953888130644,2020/08/28 ,177
2764,Fraser,49.50523412520022,-122.004814371323,2020/08/28 ,2926
7400,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/08/28 ,2995
10825,Wellington-Dufferin-Guelph Public Health,43.853641543071014,-80.3720849799467,2020/08/28 ,568
798,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/08/28 ,2031
11723,Zone 2 - Northern,45.486078068804396,-63.4793249819307,2020/08/28 ,67
6873,North Zone,56.806199045895994,-115.19080204304899,2020/08/28 ,880
9183,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/08/28 ,720
11503,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/08/28 ,3467
3769,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/08/28 ,975
11241,Winnipeg,49.8947996853331,-97.1409755212858,2020/08/28 ,381
1850,Eastern,47.2553871860295,-53.240179504025896,2020/08/28 ,248
8956,Saskatoon,52.0415603863704,-105.573529856825,2020/08/28 ,297
7884,Peel Public Health,43.761613367985795,-79.8135709174832,2020/08/28 ,7218
3525,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/08/28 ,897
7064,Northern,56.9556933873242,-126.206054779952,2020/08/28 ,633
1737,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/08/28 ,1911
9508,South Zone,50.37274620695271,-111.19035661792299,2020/08/28 ,1733
2397,Estrie,45.427844381434,-71.8210439386672,2020/08/28 ,1207
11682,Zone 2 (Saint John area),45.38359816340761,-66.0809790947305,2020/08/28 ,28
4225,Interlake-Eastern,50.9898543503992,-97.4319735979513,2020/08/28 ,74
4120,Interior,50.9405253201888,-119.73621864343201,2020/08/28 ,440
9634,Southern Health,49.3727965122077,-97.1378524148177,2020/08/28 ,247
4944,Laurentides,46.6452702894389,-74.9739693177174,2020/08/28 ,4202
8570,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/08/28 ,1466
3880,Hastings and Prince Edward Counties Health Unit,44.63116713737609,-77.551860572946,2020/08/28 ,51
11081,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/08/28 ,2523
5178,Laval,45.6055642338925,-73.72452715273151,2020/08/28 ,6275
1423,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/08/28 ,601
3770,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/08/29 ,978
8175,Prairie Mountain,50.839576188907394,-100.353320102507,2020/08/29 ,421
9318,South,49.8454465515808,-106.265915752673,2020/08/29 ,420
3526,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/08/29 ,898
6874,North Zone,56.806199045895994,-115.19080204304899,2020/08/29 ,907
9635,Southern Health,49.3727965122077,-97.1378524148177,2020/08/29 ,252
7065,Northern,56.9556933873242,-126.206054779952,2020/08/29 ,639
799,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/08/29 ,2041
6477,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/08/29 ,940
11242,Winnipeg,49.8947996853331,-97.1409755212858,2020/08/29 ,400
9509,South Zone,50.37274620695271,-111.19035661792299,2020/08/29 ,1737
2765,Fraser,49.50523412520022,-122.004814371323,2020/08/29 ,2994
10238,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/08/29 ,15015
7885,Peel Public Health,43.761613367985795,-79.8135709174832,2020/08/29 ,7262
9901,Sudbury & District Health Unit,47.8465144535024,-83.047165707,2020/08/29 ,96
6230,Montérégie,45.4401754931661,-73.3255910933247,2020/08/29 ,9289
3327,"Haliburton, Kawartha, Pine Ridge District Health Unit",44.671237943179996,-78.8972219188295,2020/08/29 ,228
10630,Vancouver Island,49.6514791757386,-125.735773786798,2020/08/29 ,175
4121,Interior,50.9405253201888,-119.73621864343201,2020/08/29 ,442
1958,Eastern Ontario Health Unit,45.2730604989199,-74.9525787332565,2020/08/29 ,203
1424,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/08/29 ,603
4706,Lanaudière,46.6393956254668,-73.9187307043287,2020/08/29 ,4831
2192,Edmonton Zone,53.5729702998736,-113.539688518144,2020/08/29 ,3044
10480,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/08/29 ,1880
2398,Estrie,45.427844381434,-71.8210439386672,2020/08/29 ,1213
4945,Laurentides,46.6452702894389,-74.9739693177174,2020/08/29 ,4218
8571,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/08/29 ,1467
5179,Laval,45.6055642338925,-73.72452715273151,2020/08/29 ,6285
7620,Outaouais,46.52414991912029,-76.4334881951376,2020/08/29 ,810
5987,Montréal,45.5420718322781,-73.6056683339095,2020/08/29 ,29770
11082,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/08/29 ,2525
8957,Saskatoon,52.0415603863704,-105.573529856825,2020/08/29 ,299
569,Calgary Zone,50.9884145086295,-114.283168450939,2020/08/29 ,7453
1085,Central Zone,52.61788723717071,-111.77504425497,2020/08/29 ,584
8799,Saguenay,49.8228588868887,-71.7419678071991,2020/08/29 ,377
1738,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/08/29 ,1913
9184,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/08/29 ,723
50,Abitibi-Témiscamingue,48.1519234761479,-77.5535779549168,2020/08/29 ,181
11504,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/08/29 ,3477
7401,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/08/29 ,3014
11505,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/08/30 ,3491
5988,Montréal,45.5420718322781,-73.6056683339095,2020/08/30 ,29816
2766,Fraser,49.50523412520022,-122.004814371323,2020/08/30 ,3036
6875,North Zone,56.806199045895994,-115.19080204304899,2020/08/30 ,922
2902,Gaspésie-Îles-de-la-Madeleine,48.6680106537864,-65.03054575716021,2020/08/30 ,212
7402,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/08/30 ,3030
7621,Outaouais,46.52414991912029,-76.4334881951376,2020/08/30 ,821
9185,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/08/30 ,726
9636,Southern Health,49.3727965122077,-97.1378524148177,2020/08/30 ,257
5180,Laval,45.6055642338925,-73.72452715273151,2020/08/30 ,6288
10239,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/08/30 ,15057
1425,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/08/30 ,605
4226,Interlake-Eastern,50.9898543503992,-97.4319735979513,2020/08/30 ,75
1086,Central Zone,52.61788723717071,-111.77504425497,2020/08/30 ,589
3771,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/08/30 ,986
4946,Laurentides,46.6452702894389,-74.9739693177174,2020/08/30 ,4229
10481,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/08/30 ,1920
2399,Estrie,45.427844381434,-71.8210439386672,2020/08/30 ,1230
9510,South Zone,50.37274620695271,-111.19035661792299,2020/08/30 ,1740
7066,Northern,56.9556933873242,-126.206054779952,2020/08/30 ,644
4707,Lanaudière,46.6393956254668,-73.9187307043287,2020/08/30 ,4839
1739,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/08/30 ,1922
8176,Prairie Mountain,50.839576188907394,-100.353320102507,2020/08/30 ,432
7886,Peel Public Health,43.761613367985795,-79.8135709174832,2020/08/30 ,7307
800,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/08/30 ,2046
2193,Edmonton Zone,53.5729702998736,-113.539688518144,2020/08/30 ,3098
570,Calgary Zone,50.9884145086295,-114.283168450939,2020/08/30 ,7485
5517,Mauricie,47.50931561703021,-73.5153947499276,2020/08/30 ,2139
5337,"Leeds, Grenville and Lanark District Health Unit",44.86378243852969,-76.11805843581192,2020/08/30 ,365
11243,Winnipeg,49.8947996853331,-97.1409755212858,2020/08/30 ,417
11083,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/08/30 ,2531
6231,Montérégie,45.4401754931661,-73.3255910933247,2020/08/30 ,9304
6478,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/08/30 ,941
4122,Interior,50.9405253201888,-119.73621864343201,2020/08/30 ,447
7067,Northern,56.9556933873242,-126.206054779952,2020/08/31 ,650
11506,York Region Public Health Services,44.0749766386361,-79.42821218354659,2020/08/31 ,3507
3772,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/08/31 ,990
801,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/08/31 ,2062
1740,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/08/31 ,1927
2194,Edmonton Zone,53.5729702998736,-113.539688518144,2020/08/31 ,3158
7887,Peel Public Health,43.761613367985795,-79.8135709174832,2020/08/31 ,7354
10482,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/08/31 ,1940
11665,Zone 1 - Western,44.3785833351023,-65.1616230507578,2020/08/31 ,55
5518,Mauricie,47.50931561703021,-73.5153947499276,2020/08/31 ,2146
4123,Interior,50.9405253201888,-119.73621864343201,2020/08/31 ,448
6876,North Zone,56.806199045895994,-115.19080204304899,2020/08/31 ,943
4227,Interlake-Eastern,50.9898543503992,-97.4319735979513,2020/08/31 ,77
11084,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/08/31 ,2534
10240,Toronto Public Health,43.7258448177115,-79.38955775264292,2020/08/31 ,15099
11244,Winnipeg,49.8947996853331,-97.1409755212858,2020/08/31 ,421
6479,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/08/31 ,945
8572,"Region of Waterloo, Public Health",43.4628358316936,-80.538675714985,2020/08/31 ,1472
8177,Prairie Mountain,50.839576188907394,-100.353320102507,2020/08/31 ,448
8958,Saskatoon,52.0415603863704,-105.573529856825,2020/08/31 ,300
5181,Laval,45.6055642338925,-73.72452715273151,2020/08/31 ,6299
5751,Middlesex-London Health Unit,42.9957155911644,-81.4569831975843,2020/08/31 ,738
9637,Southern Health,49.3727965122077,-97.1378524148177,2020/08/31 ,263
8105,Porcupine Health Unit,51.853103224034,-83.5157764345347,2020/08/31 ,75
7622,Outaouais,46.52414991912029,-76.4334881951376,2020/08/31 ,832
51,Abitibi-Témiscamingue,48.1519234761479,-77.5535779549168,2020/08/31 ,183
7403,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/08/31 ,3052
3527,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/08/31 ,902
9186,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/08/31 ,727
571,Calgary Zone,50.9884145086295,-114.283168450939,2020/08/31 ,7551
9319,South,49.8454465515808,-106.265915752673,2020/08/31 ,422
2903,Gaspésie-Îles-de-la-Madeleine,48.6680106537864,-65.03054575716021,2020/08/31 ,213
11801,Zone 3 - Eastern,45.8614621266746,-61.250230258396215,2020/08/31 ,54
4515,Lambton Public Health,42.8862751323789,-82.098372496214,2020/08/31 ,340
9511,South Zone,50.37274620695271,-111.19035661792299,2020/08/31 ,1745
2767,Fraser,49.50523412520022,-122.004814371323,2020/08/31 ,3067
2400,Estrie,45.427844381434,-71.8210439386672,2020/08/31 ,1250
4947,Laurentides,46.6452702894389,-74.9739693177174,2020/08/31 ,4237
6232,Montérégie,45.4401754931661,-73.3255910933247,2020/08/31 ,9322
5989,Montréal,45.5420718322781,-73.6056683339095,2020/08/31 ,29841
1426,Chaudière-Appalaches,46.491200690156404,-70.7477280752077,2020/08/31 ,610
933,Central,51.6450568682895,-108.33024312662,2020/08/31 ,197
4708,Lanaudière,46.6393956254668,-73.9187307043287,2020/08/31 ,4855
1087,Central Zone,52.61788723717071,-111.77504425497,2020/08/31 ,591
10826,Wellington-Dufferin-Guelph Public Health,43.853641543071014,-80.3720849799467,2020/09/01 ,569
3187,Haldimand-Norfolk Health Unit,42.8544467138721,-80.178035377337,2020/09/01 ,469
5182,Laval,45.6055642338925,-73.72452715273151,2020/09/01 ,6307
6233,Montérégie,45.4401754931661,-73.3255910933247,2020/09/01 ,9338
7623,Outaouais,46.52414991912029,-76.4334881951376,2020/09/01 ,844
105,Algoma Public Health Unit,47.5967892953798,-84.4124686269621,2020/09/01 ,29
5519,Mauricie,47.50931561703021,-73.5153947499276,2020/09/01 ,2149
11245,Winnipeg,49.8947996853331,-97.1409755212858,2020/09/01 ,430
7404,Ottawa Public Health,45.179578394671296,-75.79995194779009,2020/09/01 ,3078
3881,Hastings and Prince Edward Counties Health Unit,44.63116713737609,-77.551860572946,2020/09/01 ,52
1959,Eastern Ontario Health Unit,45.2730604989199,-74.9525787332565,2020/09/01 ,205
4709,Lanaudière,46.6393956254668,-73.9187307043287,2020/09/01 ,4858
5990,Montréal,45.5420718322781,-73.6056683339095,2020/09/01 ,29863
8178,Prairie Mountain,50.839576188907394,-100.353320102507,2020/09/01 ,455
11085,Windsor-Essex County Health Unit,42.15642327246579,-82.7775325262376,2020/09/01 ,2536
4124,Interior,50.9405253201888,-119.73621864343201,2020/09/01 ,450
6642,North,53.3299842627168,-107.914440412446,2020/09/01 ,242
7888,Peel Public Health,43.761613367985795,-79.8135709174832,2020/09/01 ,7419
10631,Vancouver Island,49.6514791757386,-125.735773786798,2020/09/01 ,177
3528,Halton Region Health Department,43.5120970944726,-79.89050808662621,2020/09/01 ,908
1265,Chatham-Kent Health Unit,42.4192532527263,-82.12808769432559,2020/09/01 ,364
8959,Saskatoon,52.0415603863704,-105.573529856825,2020/09/01 ,301
3039,Grey Bruce Health Unit,44.408278964943,-81.00861060701341,2020/09/01 ,121
9638,Southern Health,49.3727965122077,-97.1378524148177,2020/09/01 ,265
802,Capitale-Nationale,47.422683043603,-71.2830947526522,2020/09/01 ,2093
6480,Niagara Region Public Health Department,43.045445996685,-79.31367035851301,2020/09/01 ,947
6877,North Zone,56.806199045895994,-115.19080204304899,2020/09/01 ,961
9512,South Zone,50.37274620695271,-111.19035661792299,2020/09/01 ,1747
3773,Hamilton Public Health Services,43.253243134117405,-79.9584634171255,2020/09/01 ,996
9187,Simcoe Muskoka District Health Unit,44.7777546278497,-79.54577338792849,2020/09/01 ,735
572,Calgary Zone,50.9884145086295,-114.283168450939,2020/09/01 ,7584
7068,Northern,56.9556933873242,-126.206054779952,2020/09/01 ,653
2401,Estrie,45.427844381434,-71.8210439386672,2020/09/01 ,1267
2768,Fraser,49.50523412520022,-122.004814371323,2020/09/01 ,3107
4948,Laurentides,46.6452702894389,-74.9739693177174,2020/09/01 ,4243
333,Brant County Health Unit,43.120346292365504,-80.2953888130644,2020/09/01 ,178
2195,Edmonton Zone,53.5729702998736,-113.539688518144,2020/09/01 ,3209
10483,Vancouver Coastal,50.474624222847005,-124.057915271406,2020/09/01 ,1989
1741,Durham Region Health Department,44.035149668883,-78.8824982293323,2020/09/01 ,1933
4516,Lambton Public Health,42.8862751323789,-82.098372496214,2020/09/01 ,342
